outline_order,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,parent_outline_id,depth,is_leaf_outline,child_outline_count,descendant_outline_count,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,page_start,page_end,page_bin,table_figure_block_count,exact_duplicate_block_count,template_duplicate_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason
5,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a3bd3412e074e08a,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,180cfdaa-8ad1-5821-9bce-9d850e7123b6,Modem Rear Panel,Introduction and Hardware Overview > Modem Rear Panel,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,227,227,57,57,9,10,P1,1,0,0,6f0c387b-1f88-5053-ab87-88c4b71a3cea,6f0c387b-1f88-5053-ab87-88c4b71a3cea,398c0bb9-3253-4629-a5ed-18f51d9fb36b:6f0c387b-1f88-5053-ab87-88c4b71a3cea,True,leaf outline with direct text candidate
6,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:9238290c613deeba,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,6df4a1f6-d3db-5b5e-8bd2-1a546ef77702,Install the Nano SIM Card,Introduction and Hardware Overview > Install the Nano SIM Card,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,365,365,92,92,10,10,P1,1,0,0,37f50132-32d9-5fb0-a62d-366e401ac417,37f50132-32d9-5fb0-a62d-366e401ac417,398c0bb9-3253-4629-a5ed-18f51d9fb36b:37f50132-32d9-5fb0-a62d-366e401ac417,True,leaf outline with direct text candidate
7,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:b53308e890666536,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,5f2703dd-7b9e-5bef-9002-f7a9765e9aa1,Power on Your Modem,Introduction and Hardware Overview > Power on Your Modem,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,1195,1195,299,299,10,11,P1,0,0,0,e73ee2ff-1f79-57c4-9fb6-1d1945e522dc,e73ee2ff-1f79-57c4-9fb6-1d1945e522dc,398c0bb9-3253-4629-a5ed-18f51d9fb36b:e73ee2ff-1f79-57c4-9fb6-1d1945e522dc,True,leaf outline with direct text candidate
8,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f732ac4647152928,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,bdd929bb-8f77-579d-90ef-79b0eeb6d90b,Ensure the Modem Firmware is Up to Date,Introduction and Hardware Overview > Ensure the Modem Firmware is Up to Date,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,2523,2523,631,631,11,13,P1,0,0,0,e8873740-484a-565e-bd6d-09fecedae0e9,e8873740-484a-565e-bd6d-09fecedae0e9,398c0bb9-3253-4629-a5ed-18f51d9fb36b:e8873740-484a-565e-bd6d-09fecedae0e9,True,leaf outline with direct text candidate
9,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d5624eb3edd79124,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,7b090050-986a-5b60-8be0-ee1228899ba8,Top Panel With Status LEDs,Introduction and Hardware Overview > Top Panel With Status LEDs,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,965,965,242,242,13,13,P1,1,0,0,c6299716-41cf-5ba8-a842-e253040502ba,c6299716-41cf-5ba8-a842-e253040502ba,398c0bb9-3253-4629-a5ed-18f51d9fb36b:c6299716-41cf-5ba8-a842-e253040502ba,True,leaf outline with direct text candidate
10,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d53710b35c1900b0,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,ced55128-f56b-5066-aeef-4778c6a044a4,"Back Panel Connectors, Buttons, and Ports","Introduction and Hardware Overview > Back Panel Connectors, Buttons, and Ports",Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,1348,1348,337,337,14,14,P1,1,0,0,2619dfbb-86bf-53e1-a865-383c51d2e883,2619dfbb-86bf-53e1-a865-383c51d2e883,398c0bb9-3253-4629-a5ed-18f51d9fb36b:2619dfbb-86bf-53e1-a865-383c51d2e883,True,leaf outline with direct text candidate
11,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:05bb86b0e11c534d,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,c97c706d-4368-5805-85ab-5a6229365caa,Position the Modem,Introduction and Hardware Overview > Position the Modem,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,1006,1006,252,252,15,15,P1,0,0,0,50e7b2b8-942c-5043-94ab-577b121cd1d1,50e7b2b8-942c-5043-94ab-577b121cd1d1,398c0bb9-3253-4629-a5ed-18f51d9fb36b:50e7b2b8-942c-5043-94ab-577b121cd1d1,True,leaf outline with direct text candidate
12,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:74c21fb15ad5bc5c,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,fc660c00-9d33-5bdc-9fa4-f41f389bd0ce,Optional External Antenna,Introduction and Hardware Overview > Optional External Antenna,Introduction and Hardware Overview,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:dea0021ab44ebff4,2,True,0,0,1,1,1,1,440,440,110,110,16,16,P1,0,0,0,6bf86f5e-3407-5530-ae87-83da33229909,6bf86f5e-3407-5530-ae87-83da33229909,398c0bb9-3253-4629-a5ed-18f51d9fb36b:6bf86f5e-3407-5530-ae87-83da33229909,True,leaf outline with direct text candidate
13,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:983f311018642b0a,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,2b2d480b-8309-518a-8d6e-04b0982b6080,Get Started,Get Started,[ROOT],,1,False,4,6,1,7,1,7,361,6691,91,1675,17,22,P1,0,0,0,3a67685d-833d-5aba-a8ee-f8770c7f373e,3a67685d-833d-5aba-a8ee-f8770c7f373e;c3dbf29c-ee49-5b90-8f72-33d7b75db700;5f46f263-0d32-52f3-a720-b482e0380d78;36789817-932f-55f7-9c50-bb45d2df0cbe;bac92cce-e737-5536-b2ae-ea8ce3d6c37d;c256c2d4-45a3-5d19-aa40-3913884792d6;dd3beec5-3a2f-51c2-b8a0-039284d88ea8,398c0bb9-3253-4629-a5ed-18f51d9fb36b:3a67685d-833d-5aba-a8ee-f8770c7f373e,False,"parent outline, heading-only, or no structural text candidate"
14,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a31e8d6aede4f469,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,3b3254ef-24fd-5944-b3a3-f518ad27b4c4,Internet Connection Over Mobile Broadband,Get Started > Internet Connection Over Mobile Broadband,Get Started,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:983f311018642b0a,2,True,0,0,1,1,1,1,1567,1567,392,392,18,18,P1,0,0,0,c3dbf29c-ee49-5b90-8f72-33d7b75db700,c3dbf29c-ee49-5b90-8f72-33d7b75db700,398c0bb9-3253-4629-a5ed-18f51d9fb36b:c3dbf29c-ee49-5b90-8f72-33d7b75db700,True,leaf outline with direct text candidate
15,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:3f96ce305c807ac2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,4466c94f-abf9-58d5-974b-599bd5626bef,"Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem","Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem",Get Started,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:983f311018642b0a,2,False,2,2,1,3,1,3,964,1696,241,425,18,19,P1,0,0,0,5f46f263-0d32-52f3-a720-b482e0380d78,5f46f263-0d32-52f3-a720-b482e0380d78;36789817-932f-55f7-9c50-bb45d2df0cbe;bac92cce-e737-5536-b2ae-ea8ce3d6c37d,398c0bb9-3253-4629-a5ed-18f51d9fb36b:5f46f263-0d32-52f3-a720-b482e0380d78,False,"parent outline, heading-only, or no structural text candidate"
16,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:48e34928377b828f,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,3f453e3c-a045-5259-8be3-7e0e07866e93,Connect a Computer to the LAN Port of the Modem,"Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem > Connect a Computer to the LAN Port of the Modem","Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem",398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:3f96ce305c807ac2,3,True,0,0,1,1,1,1,343,343,86,86,19,19,P1,0,0,0,36789817-932f-55f7-9c50-bb45d2df0cbe,36789817-932f-55f7-9c50-bb45d2df0cbe,398c0bb9-3253-4629-a5ed-18f51d9fb36b:36789817-932f-55f7-9c50-bb45d2df0cbe,True,leaf outline with direct text candidate
17,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a40c4fa11aa483c1,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,2b127a87-ecf3-502d-a496-7514ad6ee200,Connect a Router or WiFi Router to the LAN Port of the Modem,"Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem > Connect a Router or WiFi Router to the LAN Port of the Modem","Get Started > Connect a Computer, Switch, Hub, Router, or WiFi Router to the Modem",398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:3f96ce305c807ac2,3,True,0,0,1,1,1,1,389,389,98,98,19,19,P1,0,0,0,bac92cce-e737-5536-b2ae-ea8ce3d6c37d,bac92cce-e737-5536-b2ae-ea8ce3d6c37d,398c0bb9-3253-4629-a5ed-18f51d9fb36b:bac92cce-e737-5536-b2ae-ea8ce3d6c37d,True,leaf outline with direct text candidate
18,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:3fb458681db5d5a4,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,d6a04f87-e51c-5c0c-a5b7-3321025f0a45,Access the Modem’s Web Pages for the First Time,Get Started > Access the Modem’s Web Pages for the First Time,Get Started,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:983f311018642b0a,2,True,0,0,1,1,1,1,2140,2140,535,535,19,22,P1,0,0,0,c256c2d4-45a3-5d19-aa40-3913884792d6,c256c2d4-45a3-5d19-aa40-3913884792d6,398c0bb9-3253-4629-a5ed-18f51d9fb36b:c256c2d4-45a3-5d19-aa40-3913884792d6,True,leaf outline with direct text candidate
19,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:f171395779eb1370,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,39350bbf-2954-562e-860d-a347cf5631db,Change the Language,Get Started > Change the Language,Get Started,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:983f311018642b0a,2,True,0,0,1,1,1,1,927,927,232,232,22,22,P2,0,0,0,dd3beec5-3a2f-51c2-b8a0-039284d88ea8,dd3beec5-3a2f-51c2-b8a0-039284d88ea8,398c0bb9-3253-4629-a5ed-18f51d9fb36b:dd3beec5-3a2f-51c2-b8a0-039284d88ea8,True,leaf outline with direct text candidate
20,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,9b5ec495-5f1b-558d-b13a-8895d40aa51a,Manage the Modem LAN Settings,Manage the Modem LAN Settings,[ROOT],,1,False,6,6,1,7,1,7,290,14003,73,3504,23,33,P2,0,0,0,da117f48-a982-5654-8db7-0432607d916d,da117f48-a982-5654-8db7-0432607d916d;500cd522-dd3e-5e13-a8eb-c333856d566a;7a457e5c-aa3c-5b7f-8670-bd1a2011d57a;fa675707-eec3-5dae-b80f-46a21238adcf;8d71bdce-65c8-59af-8403-7425dc2dd71d;f67f23e0-c307-5903-bb84-54e16f41154e;b18868ce-b82c-5ad4-aeff-cb20bdf160f9,398c0bb9-3253-4629-a5ed-18f51d9fb36b:da117f48-a982-5654-8db7-0432607d916d,False,"parent outline, heading-only, or no structural text candidate"
21,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:7d3da1180c12465a,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,d9d24402-1497-5f56-9ab5-fa85acd8d50c,Change the LAN Settings,Manage the Modem LAN Settings > Change the LAN Settings,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,2065,2065,517,517,24,25,P2,0,0,0,500cd522-dd3e-5e13-a8eb-c333856d566a,500cd522-dd3e-5e13-a8eb-c333856d566a,398c0bb9-3253-4629-a5ed-18f51d9fb36b:500cd522-dd3e-5e13-a8eb-c333856d566a,True,leaf outline with direct text candidate
22,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:997416fa05a8f1f8,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,06017031-9142-5c2d-963f-e2a5b87bea88,Manage Router Mode and Bridge Mode,Manage the Modem LAN Settings > Manage Router Mode and Bridge Mode,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,2930,2930,733,733,26,27,P2,0,0,0,7a457e5c-aa3c-5b7f-8670-bd1a2011d57a,7a457e5c-aa3c-5b7f-8670-bd1a2011d57a,398c0bb9-3253-4629-a5ed-18f51d9fb36b:7a457e5c-aa3c-5b7f-8670-bd1a2011d57a,True,leaf outline with direct text candidate
23,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:38b50e33ee1e7189,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,565ad6e1-3740-556d-adec-13ec2e8fd4df,Change the DHCP Server Settings,Manage the Modem LAN Settings > Change the DHCP Server Settings,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,3574,3574,894,894,28,30,P2,0,0,0,fa675707-eec3-5dae-b80f-46a21238adcf,fa675707-eec3-5dae-b80f-46a21238adcf,398c0bb9-3253-4629-a5ed-18f51d9fb36b:fa675707-eec3-5dae-b80f-46a21238adcf,True,leaf outline with direct text candidate
24,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:c40490658aaa2ab9,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,787f85ee-1428-5904-973b-fa36fa81ad25,Disable the DHCP Server,Manage the Modem LAN Settings > Disable the DHCP Server,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,1433,1433,359,359,30,31,P2,0,0,0,8d71bdce-65c8-59af-8403-7425dc2dd71d,8d71bdce-65c8-59af-8403-7425dc2dd71d,398c0bb9-3253-4629-a5ed-18f51d9fb36b:8d71bdce-65c8-59af-8403-7425dc2dd71d,True,leaf outline with direct text candidate
25,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:435255de044f0c1f,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,5a9d6e3a-1273-5c23-8e72-b2aceeb12c63,Enable the DMZ,Manage the Modem LAN Settings > Enable the DMZ,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,1879,1879,470,470,31,32,P2,0,0,0,f67f23e0-c307-5903-bb84-54e16f41154e,f67f23e0-c307-5903-bb84-54e16f41154e,398c0bb9-3253-4629-a5ed-18f51d9fb36b:f67f23e0-c307-5903-bb84-54e16f41154e,True,leaf outline with direct text candidate
26,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a444ad4ed7fa4203,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,44a7262c-e4f4-5bc3-be8e-8b82b81db82b,Disable VPN Pass-Through,Manage the Modem LAN Settings > Disable VPN Pass-Through,Manage the Modem LAN Settings,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e82390295efd10c2,2,True,0,0,1,1,1,1,1832,1832,458,458,32,33,P2,0,0,0,b18868ce-b82c-5ad4-aeff-cb20bdf160f9,b18868ce-b82c-5ad4-aeff-cb20bdf160f9,398c0bb9-3253-4629-a5ed-18f51d9fb36b:b18868ce-b82c-5ad4-aeff-cb20bdf160f9,True,leaf outline with direct text candidate
27,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d0dbddbc2e87576a,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,18fa1aa2-62fb-541b-ac16-dbe3a114d3e9,Manage the Mobile Broadband Connection,Manage the Mobile Broadband Connection,[ROOT],,1,False,3,7,1,8,1,8,299,10875,75,2721,34,42,P2,0,0,0,b9090bed-56fe-5d0d-b892-328b43696089,b9090bed-56fe-5d0d-b892-328b43696089;44157573-a57c-5a85-a69b-05c25c03dc6a;cf1f57e0-473a-57f3-8d91-a52b0070e80b;db78a5e3-159b-555f-9563-ca3d7b9ec705;3324b609-c742-509c-8d41-2ecd13aacc35;3d1189d7-ea5a-51e8-ab3f-d615ce7888a2;c24a6512-0313-5f31-9096-a655835c07df;56d0f938-ad48-5142-a2f6-db3a0f8271ab,398c0bb9-3253-4629-a5ed-18f51d9fb36b:b9090bed-56fe-5d0d-b892-328b43696089,False,"parent outline, heading-only, or no structural text candidate"
28,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:a3e6063e16c54654,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,4942335f-8f3b-5a77-a8ea-1b5aa6e4f717,Manage Mobile Broadband Auto Connect Options,Manage the Mobile Broadband Connection > Manage Mobile Broadband Auto Connect Options,Manage the Mobile Broadband Connection,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d0dbddbc2e87576a,2,True,0,0,1,1,1,1,1544,1544,386,386,35,36,P2,0,0,0,44157573-a57c-5a85-a69b-05c25c03dc6a,44157573-a57c-5a85-a69b-05c25c03dc6a,398c0bb9-3253-4629-a5ed-18f51d9fb36b:44157573-a57c-5a85-a69b-05c25c03dc6a,True,leaf outline with direct text candidate
29,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:88b9a28663a8f104,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,0805ead1-ea40-5062-bcdb-899924c35308,Manually Connect to or Disconnect From the Mobile Broadband Network,Manage the Mobile Broadband Connection > Manually Connect to or Disconnect From the Mobile Broadband Network,Manage the Mobile Broadband Connection,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d0dbddbc2e87576a,2,True,0,0,1,1,1,1,1248,1248,312,312,36,37,P2,0,0,0,cf1f57e0-473a-57f3-8d91-a52b0070e80b,cf1f57e0-473a-57f3-8d91-a52b0070e80b,398c0bb9-3253-4629-a5ed-18f51d9fb36b:cf1f57e0-473a-57f3-8d91-a52b0070e80b,True,leaf outline with direct text candidate
30,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:318dd0722978fccb,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,291e9224-c22b-5d55-8b58-f97008b3f70a,Manage APN Profiles for Mobile Broadband Connections,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections,Manage the Mobile Broadband Connection,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d0dbddbc2e87576a,2,False,4,4,1,5,1,5,914,7784,229,1948,37,42,P2,0,0,0,db78a5e3-159b-555f-9563-ca3d7b9ec705,db78a5e3-159b-555f-9563-ca3d7b9ec705;3324b609-c742-509c-8d41-2ecd13aacc35;3d1189d7-ea5a-51e8-ab3f-d615ce7888a2;c24a6512-0313-5f31-9096-a655835c07df;56d0f938-ad48-5142-a2f6-db3a0f8271ab,398c0bb9-3253-4629-a5ed-18f51d9fb36b:db78a5e3-159b-555f-9563-ca3d7b9ec705,False,"parent outline, heading-only, or no structural text candidate"
31,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:bec929ad798790b7,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,131b7d8c-7074-562a-9d50-91f45d15a343,View APN Profiles or Add a Custom APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections > View APN Profiles or Add a Custom APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:318dd0722978fccb,3,True,0,0,1,1,1,1,2904,2904,726,726,37,39,P2,0,0,0,3324b609-c742-509c-8d41-2ecd13aacc35,3324b609-c742-509c-8d41-2ecd13aacc35,398c0bb9-3253-4629-a5ed-18f51d9fb36b:3324b609-c742-509c-8d41-2ecd13aacc35,True,leaf outline with direct text candidate
32,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e7c81878bfa04792,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,32b164fc-d21e-5be5-a29b-73bf1224dd5f,Select an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections > Select an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:318dd0722978fccb,3,True,0,0,1,1,1,1,1522,1522,381,381,40,40,P2,0,0,0,3d1189d7-ea5a-51e8-ab3f-d615ce7888a2,3d1189d7-ea5a-51e8-ab3f-d615ce7888a2,398c0bb9-3253-4629-a5ed-18f51d9fb36b:3d1189d7-ea5a-51e8-ab3f-d615ce7888a2,True,leaf outline with direct text candidate
33,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:84b131fab3879a03,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,a0087bcf-d951-5ae9-a15c-68af51bc7465,Change an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections > Change an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:318dd0722978fccb,3,True,0,0,1,1,1,1,1179,1179,295,295,40,41,P2,0,0,0,c24a6512-0313-5f31-9096-a655835c07df,c24a6512-0313-5f31-9096-a655835c07df,398c0bb9-3253-4629-a5ed-18f51d9fb36b:c24a6512-0313-5f31-9096-a655835c07df,True,leaf outline with direct text candidate
34,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:e18134bfee86bdab,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,d6534295-a6d5-57fa-b510-168bcd5e83df,Remove an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections > Remove an APN Profile,Manage the Mobile Broadband Connection > Manage APN Profiles for Mobile Broadband Connections,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:318dd0722978fccb,3,True,0,0,1,1,1,1,1265,1265,317,317,41,42,P2,0,0,0,56d0f938-ad48-5142-a2f6-db3a0f8271ab,56d0f938-ad48-5142-a2f6-db3a0f8271ab,398c0bb9-3253-4629-a5ed-18f51d9fb36b:56d0f938-ad48-5142-a2f6-db3a0f8271ab,True,leaf outline with direct text candidate
35,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:fd62c4957aea1a80,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,8b7a5704-789f-5770-8a08-d792339c69d2,Secure Your Network,Secure Your Network,[ROOT],,1,False,4,17,1,18,1,18,251,26353,63,6595,43,63,P3,0,0,0,bc29563c-94c1-5bd7-bf19-6823409f2c90,bc29563c-94c1-5bd7-bf19-6823409f2c90;d811452b-aee6-5990-98b2-0731eba5e610;2fc2c553-bf88-582d-97da-28addc63e7b7;441256a8-38c5-5b89-952a-c44f2cd29e77;72dd6f50-8da8-5970-b90b-3a0719762e64;028bc1b4-5551-5b6d-8527-2951b7980c51;c9776175-4986-5c94-b587-b273bc98a8b3;29e4039b-da0f-53aa-a8a7-aa194c468333;f9f47609-0abb-536f-b276-2db5a3cf07d3;bd0da534-bcdc-5c9b-aa53-897506d82c80;3011be8e-e670-57ef-bb1b-d3bf2bb6d95a;7e2f6d64-1ca3-55c0-ab9c-869a49063c79;84875d88-f82a-5d68-88f2-2d33684ebeb7;83a1feed-756b-5879-9989-e3d6dd589221;ccc102da-18b1-51d3-8854-2aa80257420f;57b408ca-cdf1-5548-8faa-d0fbf7a09889;eb06abbc-3f74-5ddc-bfd6-17572beb2155;f06eeb80-8260-5ab3-b32e-10d527e746ba,398c0bb9-3253-4629-a5ed-18f51d9fb36b:bc29563c-94c1-5bd7-bf19-6823409f2c90,False,"parent outline, heading-only, or no structural text candidate"
36,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:24655d3d915f8adb,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,6ce1c485-6271-59c2-8900-4c89da1c3671,Change the Modem Password,Secure Your Network > Change the Modem Password,Secure Your Network,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:fd62c4957aea1a80,2,True,0,0,1,1,1,1,1200,1200,300,300,44,44,P3,0,0,0,d811452b-aee6-5990-98b2-0731eba5e610,d811452b-aee6-5990-98b2-0731eba5e610,398c0bb9-3253-4629-a5ed-18f51d9fb36b:d811452b-aee6-5990-98b2-0731eba5e610,True,leaf outline with direct text candidate
